"Gene ID","source_id","pfal3D7_Stunnenberg_pi_time_series - Hour 5 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 10 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 15 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 20 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 25 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 30 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 35 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 40 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 5 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 10 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 15 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 20 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 25 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 30 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 35 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 40 - nonunique (3D7 iRBC RNASeq)","scaled  - Hour 5 - unique (3D7 iRBC RNASeq)","scaled  - Hour 10 - unique (3D7 iRBC RNASeq)","scaled  - Hour 15 - unique (3D7 iRBC RNASeq)","scaled  - Hour 20 - unique (3D7 iRBC RNASeq)","scaled  - Hour 25 - unique (3D7 iRBC RNASeq)","scaled  - Hour 30 - unique (3D7 iRBC RNASeq)","scaled  - Hour 35 - unique (3D7 iRBC RNASeq)","scaled  - Hour 40 - unique (3D7 iRBC RNASeq)"
"PF3D7_1255200","PF3D7_1255200.1","0.69","0.58","0.4","0.43","0.61","0.51","0.77","2.05","2.24","1.55","1","1.32","2.73","1.94","2.37","5.91","0.04","0.03","0.03","0.08","0.39","0.45","0.77","0.95"
"PF3D7_0200100","PF3D7_0200100.1","0.84","1.24","1.55","2.07","3.63","1.85","2.02","4.44","4.02","2.36","2.92","4.23","8.24","4.35","5.7","11.74","0.05","0.06","0.1","0.37","2.34","1.65","2.02","2.06"
"PF3D7_0200400","PF3D7_0200400.1","0","0.1","0.11","0","0","0.12","0","0","0","0.09","0.19","0","0","0.22","0","0.09","0","0.01","0.01","0","0","0.11","0","0"
"PF3D7_0201100","PF3D7_0201100.1","0","0","0","0","0","0","0","0","0","0","0","0.84","0","0","0","0","0","0","0","0","0","0","0","0"
"PF3D7_0201600","PF3D7_0201600.1","22.99","111.4","219.02","295.45","179.71","109.83","47.03","12.93","19.44","97.09","194.17","262.91","163.17","100.27","43.48","11.52","1.45","5.74","14.09","53.24","115.65","97.98","47.03","5.99"
"PF3D7_0202600","PF3D7_0202600.1","7.75","5.91","12.53","25.87","34.39","39.4","48.36","37.44","6.69","5.54","11.62","23.61","32.19","37.27","45.82","34","0.49","0.3","0.81","4.66","22.13","35.15","48.36","17.35"
"PF3D7_0202600","PF3D7_0202600.2","7.75","5.91","12.53","25.87","34.39","39.4","48.36","37.44","6.69","5.54","11.62","23.61","32.19","37.27","45.82","34","0.49","0.3","0.81","4.66","22.13","35.15","48.36","17.35"
"PF3D7_0203700","PF3D7_0203700.1","172.55","335.23","299.7","282.98","284.08","215.57","99.84","34.15","276.95","576.7","485.2","452.82","413.83","362.34","176.86","52.53","10.92","17.26","19.29","50.99","182.81","192.32","99.84","15.83"
"PF3D7_0207300","PF3D7_0207300.1","0.57","0.63","0.2","0.39","0.12","0.16","0.53","0.56","0.52","0.63","0.35","0.39","0.19","0.19","0.58","0.54","0.04","0.03","0.01","0.07","0.08","0.14","0.53","0.26"
"PF3D7_0208900","PF3D7_0208900.1","0.2","0.28","0.37","0.56","0.38","0.62","0.38","0.1","0.28","0.3","0.52","0.7","0.55","0.79","0.51","0.24","0.01","0.01","0.02","0.1","0.25","0.55","0.38","0.05"
"PF3D7_0209100","PF3D7_0209100.1","20.24","30.4","28.42","23.24","19.27","32.56","38.04","46.78","17.09","26.53","25.5","21.03","17.62","29.8","35.11","42.1","1.28","1.57","1.83","4.19","12.4","29.05","38.04","21.68"
"PF3D7_0210000","PF3D7_0210000.1","80.71","173.31","305.94","484.54","401.31","343.5","618.35","782.01","67.83","151.12","270.15","430.17","364.11","313.97","569.51","697.61","5.11","8.92","19.69","87.31","258.26","306.44","618.35","362.46"
"PF3D7_0210100","PF3D7_0210100.1","505.06","1659.84","2170.56","2615.1","2720.16","2196.23","1926.34","1774.39","425.02","1445.53","1915.57","2324.4","2469.57","2001.8","1774.18","1582.49","31.97","85.45","139.68","471.22","1750.53","1959.32","1926.34","822.42"
"PF3D7_0210100","PF3D7_0210100.2","505.06","1659.84","2170.56","2615.1","2720.16","2196.23","1926.34","1774.39","425.02","1445.53","1915.57","2324.4","2469.57","2001.8","1774.18","1582.49","31.97","85.45","139.68","471.22","1750.53","1959.32","1926.34","822.42"
"PF3D7_0211200","PF3D7_0211200.1","4.75","1.96","3.26","11.47","41.05","62.5","71.48","78.68","3.99","1.7","3","10.18","37.22","57.19","66.21","70.6","0.3","0.1","0.21","2.07","26.42","55.76","71.48","36.47"
"PF3D7_0212000","PF3D7_0212000.1","7.74","4.93","2.47","3.21","12.49","56.87","85.88","92.23","6.6","4.55","2.37","3.14","11.65","51.89","79.69","82.29","0.49","0.25","0.16","0.58","8.04","50.74","85.88","42.75"
"PF3D7_0212100","PF3D7_0212100.1","16.91","34.26","46.87","39.47","34.03","42.1","77.54","66.43","14.77","30.14","41.88","35.44","31.39","38.89","72.47","59.87","1.07","1.76","3.02","7.11","21.9","37.56","77.54","30.79"
"PF3D7_0213500","PF3D7_0213500.1","5.55","5.07","7.63","12.03","27.39","31.37","25.31","13.43","5.17","4.93","7.05","11.39","27.49","33.62","28.23","15.42","0.35","0.26","0.49","2.17","17.63","27.99","25.31","6.22"
"PF3D7_0213700","PF3D7_0213700.1","8.36","38.5","92.05","137.55","214.5","168.69","82.51","31.7","7.21","33.67","81.56","122.88","194.61","153.81","76.03","28.43","0.53","1.98","5.92","24.78","138.04","150.49","82.51","14.69"
"PF3D7_0214700","PF3D7_0214700.1","115.03","29.64","6.99","2.66","1.4","0.96","1.19","17.54","97.25","25.97","6.55","2.55","1.61","1.85","1.74","16.29","7.28","1.53","0.45","0.48","0.9","0.85","1.19","8.13"
"PF3D7_0215200","PF3D7_0215200.1","6.57","4.52","4.92","7.23","7.72","9.27","10.62","6.25","5.65","4.15","4.46","6.54","7.11","8.85","9.85","5.69","0.42","0.23","0.32","1.3","4.97","8.27","10.62","2.9"
"PF3D7_0218500","PF3D7_0218500.1","81.37","183.36","249.89","280.44","264.47","254.22","236.04","172.96","69.53","160.85","221.23","249.55","240","233.09","218.16","155.54","5.15","9.44","16.08","50.53","170.2","226.8","236.04","80.17"
"PF3D7_0218800","PF3D7_0218800.1","46.32","40.98","59.87","79.27","97.87","101.11","106.46","96.32","39.77","36.81","54.35","71.94","89.58","93.64","99.81","87.2","2.93","2.11","3.85","14.28","62.98","90.2","106.46","44.64"
"PF3D7_0219100","PF3D7_0219100.1","2.79","4.32","5.41","13.3","24.61","23.4","12.74","3.36","2.34","3.95","4.84","11.88","22.49","21.3","11.87","3.13","0.18","0.22","0.35","2.4","15.84","20.87","12.74","1.56"
"PF3D7_0219900","PF3D7_0219900.1","209.96","112.39","93.09","55.4","21.89","12.18","13.74","14.23","176.82","98.02","82.34","49.44","19.95","11.09","12.73","12.8","13.29","5.79","5.99","9.98","14.09","10.86","13.74","6.59"
"PF3D7_0220900","PF3D7_0220900.1","0.35","0","0.49","1.32","2.37","3.02","3.17","1.41","0.29","0","0.73","1.17","2.14","2.91","3.03","1.26","0.02","0","0.03","0.24","1.52","2.69","3.17","0.66"
"PF3D7_0221000","PF3D7_0221000.1","0","0.41","0.66","1.21","1.03","0.6","1.1","0.95","0","0.53","0.68","1.08","1.01","0.76","1.09","0.84","0","0.02","0.04","0.22","0.66","0.53","1.1","0.44"
"PF3D7_0221900","PF3D7_0221900.1","1.76","1.03","1.36","0.64","0.81","0.34","0.11","0.23","2.74","2.24","2.33","2.41","1.47","0.78","0.42","0.54","0.11","0.05","0.09","0.11","0.52","0.31","0.11","0.11"
"PF3D7_0222400","PF3D7_0222400.1","0.1","0.09","0","0","0","0","0","0.09","0.41","0.37","0.33","0.41","0.14","0.27","0.18","0.16","0.01","0","0","0","0","0","0","0.04"
"PF3D7_1001600","PF3D7_1001600.1","60.55","14.78","3.64","1.4","8.76","51.78","187.14","439.29","51.11","12.89","3.21","1.24","8.01","47.19","172.37","392.01","3.83","0.76","0.23","0.25","5.64","46.2","187.14","203.61"
"PF3D7_1001800","PF3D7_1001800.1","180.19","156.75","112.93","42.25","18.51","37.03","51.74","94.24","151.53","136.59","99.58","37.62","17.17","33.72","47.76","83.99","11.41","8.07","7.27","7.61","11.91","33.04","51.74","43.68"
"PF3D7_1002300","PF3D7_1002300.1","0.41","1.21","0.7","1.09","2.29","4.6","2.33","0.89","0.68","1.49","0.96","1.1","2.2","4.27","2.19","0.99","0.03","0.06","0.05","0.2","1.48","4.11","2.33","0.41"
"PF3D7_1003900","PF3D7_1003900.1","1.79","1.69","3.55","2.88","2.77","1.41","3.65","2.88","1.62","1.47","3.24","2.56","2.71","1.42","3.53","2.68","0.11","0.09","0.23","0.52","1.78","1.26","3.65","1.33"
"PF3D7_1005900","PF3D7_1005900.1","4.63","2.61","1.63","1.1","5.2","15.65","32.23","43.19","4.07","2.52","1.63","1.07","4.83","14.51","29.95","38.62","0.29","0.13","0.11","0.2","3.34","13.96","32.23","20.02"
"PF3D7_1008100","PF3D7_1008100.1","56.83","73.32","98.73","90.34","83.72","53.56","62.14","66.1","48.02","63.99","87.34","80.57","76.2","49.05","57.38","59.08","3.6","3.77","6.35","16.28","53.88","47.79","62.14","30.64"
"PF3D7_1008500","PF3D7_1008500.1","25.14","22.29","22.44","21.15","13.72","19.66","42.28","78.07","22.42","20.49","21.72","20.11","13.31","19.57","41.56","72.36","1.59","1.15","1.44","3.81","8.83","17.54","42.28","36.19"
"PF3D7_1008900","PF3D7_1008900.1","64.99","157.35","213.09","308.59","430.21","501.2","418.69","367.74","54.62","137.01","187.91","274.57","390.21","456.63","385.17","327.84","4.11","8.1","13.71","55.6","276.86","447.13","418.69","170.44"
"PF3D7_1009600","PF3D7_1009600.1","2.43","2.01","6.51","14.56","37.14","40.64","23.96","9.92","3.61","3.5","7.49","14.62","35.03","38.82","23.47","10.17","0.15","0.1","0.42","2.62","23.9","36.25","23.96","4.6"
"PF3D7_1009800","PF3D7_1009800.1","17.69","27.93","33.47","27.28","23.86","18.84","13.4","9.39","15.92","26.74","32.39","26.03","23.53","18.88","13.76","9.17","1.12","1.44","2.15","4.92","15.36","16.8","13.4","4.35"
"PF3D7_1011800","PF3D7_1011800.1","1164.25","1835.17","1866.3","2134.37","2441.31","2260.47","1700.38","984.23","984.69","1605.23","1652.07","1904.21","2219.58","2068.54","1571.27","881.2","73.7","94.48","120.1","384.6","1571.08","2016.63","1700.38","456.18"
"PF3D7_1012100","PF3D7_1012100.1","24.64","7.85","2.5","7.92","51.91","105.31","65.99","48.76","20.71","6.83","2.28","7.03","47.25","95.98","60.8","43.67","1.56","0.4","0.16","1.43","33.4","93.95","65.99","22.6"
"PF3D7_1012200","PF3D7_1012200.1","713.7","142.79","23","5.99","3.48","7.67","57.34","782.69","600.73","124.63","20.72","5.87","3.63","7.47","53.31","699.01","45.18","7.35","1.48","1.08","2.24","6.84","57.34","362.77"
"PF3D7_1013200","PF3D7_1013200.1","82.57","19.32","16.48","32.57","72.3","59.9","56.86","70.82","69.55","16.89","14.78","29.19","65.86","54.92","52.61","63.38","5.23","0.99","1.06","5.87","46.53","53.44","56.86","32.82"
"PF3D7_1013300","PF3D7_1013300.1","5.51","12.18","23.32","27.25","36.06","39.5","49.39","35.71","4.73","10.68","20.66","24.29","32.81","36.23","45.64","32.18","0.35","0.63","1.5","4.91","23.21","35.24","49.39","16.55"
"PF3D7_1015000","PF3D7_1015000.1","15.22","4.02","2.75","5.89","23.1","23.68","19.29","35.49","12.79","3.5","2.42","5.41","21.01","21.56","17.88","31.63","0.96","0.21","0.18","1.06","14.86","21.12","19.29","16.45"
"PF3D7_1015300","PF3D7_1015300.1","16.43","45.96","63.17","73.8","95.81","81.74","38.69","15.89","13.92","40.09","55.82","65.69","87.05","74.49","35.71","14.49","1.04","2.37","4.07","13.3","61.66","72.92","38.69","7.36"
"PF3D7_1015500","PF3D7_1015500.1","1.02","0.65","0.98","3.09","11.42","14.4","12.4","8.49","0.86","0.61","1.15","2.79","10.48","13.38","11.47","7.62","0.06","0.03","0.06","0.56","7.35","12.85","12.4","3.94"
"PF3D7_1017300","PF3D7_1017300.1","43.12","15.66","14.46","19.2","50.72","57.91","42.56","34.51","36.33","13.67","12.95","17.09","46.11","52.9","39.3","30.99","2.73","0.81","0.93","3.46","32.64","51.67","42.56","16"
"PF3D7_1017300","PF3D7_1017300.2","43.12","15.66","14.46","19.2","50.72","57.91","42.56","34.51","36.33","13.67","12.95","17.09","46.11","52.9","39.3","30.99","2.73","0.81","0.93","3.46","32.64","51.67","42.56","16"
"PF3D7_1017900","PF3D7_1017900.1","27.54","40.09","70.21","88.54","119.33","148.88","199.04","185.76","23.2","35.17","62.1","79.05","108.28","135.63","183.21","165.79","1.74","2.06","4.52","15.95","76.79","132.82","199.04","86.1"
"PF3D7_1018100","PF3D7_1018100.1","1.11","0.65","0.95","1.3","4.19","1.53","3.12","4.73","1.14","0.85","1.04","1.47","3.98","1.62","3.02","4.22","0.07","0.03","0.06","0.23","2.7","1.36","3.12","2.19"
"PF3D7_1019000","PF3D7_1019000.1","146.33","138.87","148.23","153.11","134.92","121.73","152.23","144.25","124.28","122.48","131.82","137.31","123.71","112.16","141.22","129.8","9.26","7.15","9.54","27.59","86.83","108.6","152.23","66.86"
"PF3D7_1020700","PF3D7_1020700.1","35.4","57.33","73.27","71.83","65.12","44.95","26.77","9.17","30.12","50.18","65.23","64.19","59.7","41.73","25.02","8.51","2.24","2.95","4.71","12.94","41.91","40.1","26.77","4.25"
"PF3D7_1021900","PF3D7_1021900.1","102.78","57.86","30.06","64","303.41","547.11","783.45","541.71","90.4","53.11","28.26","59.93","286.98","525.6","752.44","499.96","6.51","2.98","1.93","11.53","195.25","488.09","783.45","251.08"
"PF3D7_1022700","PF3D7_1022700.1","76","28.87","16.38","9.32","5.42","7.45","9.94","67.74","64.08","25.21","14.87","8.81","5.38","7.26","9.3","60.47","4.81","1.49","1.05","1.68","3.49","6.64","9.94","31.4"
"PF3D7_1022800","PF3D7_1022800.1","7.13","3.43","1.34","1.78","19.11","58.49","95.88","84.07","6.1","3.08","1.29","1.69","17.41","53.38","88.29","75.02","0.45","0.18","0.09","0.32","12.3","52.18","95.88","38.97"
"PF3D7_1023200","PF3D7_1023200.1","11.02","36.55","54.69","66.21","74.19","78.47","62.6","32.89","9.54","31.97","48.22","58.78","67.34","71.56","57.78","29.4","0.7","1.88","3.52","11.93","47.75","70.01","62.6","15.24"
"PF3D7_1024200","PF3D7_1024200.1","2.18","1.72","0.42","1.25","12.98","28.67","26.82","13.67","2.01","1.5","0.73","1.66","11.93","26.31","24.94","12.18","0.14","0.09","0.03","0.22","8.36","25.58","26.82","6.34"
"PF3D7_1024800","PF3D7_1024800.1","379.99","640.25","642.22","516.55","266.79","235.37","263.87","131.07","410.97","714.24","725.21","603.72","312.92","280.08","324.34","148.97","24.05","32.96","41.33","93.08","171.69","209.98","263.87","60.75"
"PF3D7_1024900","PF3D7_1024900.1","2.07","1.1","0.96","1.7","12.7","35.26","32.35","21.76","2.1","1.11","1.07","1.87","12.28","33.44","31.1","20.35","0.13","0.06","0.06","0.31","8.18","31.46","32.35","10.08"
"PF3D7_1025800","PF3D7_1025800.1","13.9","4.98","3.94","0.49","5.4","38.72","78.25","151.54","12.12","5.12","3.47","0.87","5.27","35.74","72.94","135.05","0.88","0.26","0.25","0.09","3.48","34.54","78.25","70.24"
"PF3D7_1026300","PF3D7_1026300.1","1.72","2.19","1.67","2.83","14.83","31.44","31.9","16.78","2.12","2.58","2.18","3.52","14.63","29.82","29.96","15.43","0.11","0.11","0.11","0.51","9.54","28.05","31.9","7.78"
"PF3D7_1027600","PF3D7_1027600.1","3.43","3.38","2.98","4.46","11.99","12.2","11.97","20.26","3.23","3.18","2.72","4.23","11.25","11.11","11.2","18.31","0.22","0.17","0.19","0.8","7.71","10.88","11.97","9.39"
"PF3D7_1028400","PF3D7_1028400.1","98.11","156.35","194.53","193.73","200.36","169.97","102.74","46.54","118.92","184.8","237.51","239.97","252.25","213.79","128.23","54.22","6.21","8.05","12.52","34.91","128.94","151.63","102.74","21.57"
"PF3D7_1028600","PF3D7_1028600.1","126.64","42.56","17.92","11.66","16.75","74.02","228.9","283.6","107.1","37.35","15.97","10.52","15.33","67.97","211.03","253.4","8.02","2.19","1.15","2.1","10.78","66.03","228.9","131.45"
"PF3D7_1028900","PF3D7_1028900.1","42.59","8.81","1.9","0.99","0.92","0.78","0.97","10.35","36.35","7.88","1.68","0.96","0.83","0.98","0.89","9.37","2.7","0.45","0.12","0.18","0.59","0.7","0.97","4.8"
"PF3D7_1029800","PF3D7_1029800.1","7.36","5.06","1.76","6.03","34.12","81.02","103.72","78.15","6.45","4.46","1.62","5.42","31.04","73.92","95.6","69.98","0.47","0.26","0.11","1.09","21.95","72.28","103.72","36.22"
"PF3D7_1030000","PF3D7_1030000.1","101.92","162.3","152.22","130.92","139.76","108.73","101.32","101.9","85.65","141.41","134.45","116.67","126.89","99.01","93.35","91.02","6.45","8.36","9.8","23.59","89.94","97","101.32","47.23"
"PF3D7_1030100","PF3D7_1030100.1","42.86","77.77","94.13","96.94","111.57","101.52","96.72","72.13","36.22","68.14","83.3","86.47","101.67","92.79","89.45","64.57","2.71","4","6.06","17.47","71.8","90.57","96.72","33.43"
"PF3D7_1030600","PF3D7_1030600.1","20.99","52.69","70.12","74.03","75.22","64.48","59.23","21.89","17.73","45.93","61.98","65.97","68.7","59.04","54.88","19.7","1.33","2.71","4.51","13.34","48.4","57.53","59.23","10.15"
"PF3D7_1032600","PF3D7_1032600.1","1.6","4.03","4.68","6.66","8.13","11.92","14.48","18.27","1.51","3.74","4.21","6","7.37","11.04","13.32","16.36","0.1","0.21","0.3","1.2","5.23","10.63","14.48","8.47"
"PF3D7_1033900","PF3D7_1033900.1","31.74","20.67","10.99","11.31","7.36","16.15","78.17","194.08","26.67","18.26","9.85","10.35","6.94","15.39","72.12","172.96","2.01","1.06","0.71","2.04","4.73","14.41","78.17","89.95"
"PF3D7_1034200","PF3D7_1034200.1","1.79","1.57","1.25","1.71","4.99","13.75","19.64","34.28","1.51","1.37","1.1","1.52","4.64","12.52","18.17","30.55","0.11","0.08","0.08","0.31","3.21","12.27","19.64","15.89"
"PF3D7_1034300","PF3D7_1034300.1","0.2","0.29","0.44","0.57","0.74","2.04","2.16","1.68","0.33","0.35","0.61","0.61","0.82","1.98","2.07","1.55","0.01","0.01","0.03","0.1","0.48","1.82","2.16","0.78"
"PF3D7_1036400","PF3D7_1036400.1","12.89","3.99","0.49","0.29","0.17","0.09","0.04","0.25","20.12","8.38","2.26","0.87","0.59","0.14","0.11","0.34","0.82","0.21","0.03","0.05","0.11","0.08","0.04","0.11"
"PF3D7_1036600","PF3D7_1036600.1","6.3","2.08","1.36","1.95","19.57","76.24","64.5","54.96","5.43","1.81","1.46","1.87","17.97","69.71","59.42","49.49","0.4","0.11","0.09","0.35","12.59","68.01","64.5","25.47"
"PF3D7_1036600","PF3D7_1036600.2","6.3","2.08","1.36","1.95","19.57","76.24","64.5","54.96","5.43","1.81","1.46","1.87","17.97","69.71","59.42","49.49","0.4","0.11","0.09","0.35","12.59","68.01","64.5","25.47"
"PF3D7_1036800","PF3D7_1036800.1","6.93","5","1.53","1.41","4.64","24.53","62.78","78.33","6.12","4.53","1.35","1.46","4.29","22.39","57.93","70.19","0.44","0.26","0.1","0.25","2.98","21.89","62.78","36.3"
"PF3D7_1037500","PF3D7_1037500.1","28.66","7.63","2.69","1.27","3.14","4.32","4.94","24.08","24.41","6.9","2.62","1.3","2.96","4.21","4.85","21.58","1.81","0.39","0.17","0.23","2.02","3.85","4.94","11.16"
"PF3D7_1038200","PF3D7_1038200.1","17.81","44.32","69.26","67.97","78.04","79.46","65.52","37.85","15.46","41.28","61.07","60.84","71.18","74.03","60.63","34.7","1.13","2.28","4.46","12.25","50.22","70.89","65.52","17.54"
"PF3D7_1038600","PF3D7_1038600.1","1.96","1.24","4.32","7.21","14.53","10.35","7.63","5.78","1.93","1.19","3.93","6.57","13.37","9.62","7.1","5.15","0.12","0.06","0.28","1.3","9.35","9.24","7.63","2.68"
"PF3D7_1039600","PF3D7_1039600.1","0.13","0","0","0.12","0.1","0","0","0","1.39","2.62","3.64","1.93","1.76","0.71","0.32","0.52","0.01","0","0","0.02","0.07","0","0","0"
"PF3D7_1039700","PF3D7_1039700.1","0.45","0.27","0.43","0.43","4.63","1.4","0","0.83","4.69","4.04","13.24","52.94","199.33","66.38","11.63","4.9","0.03","0.01","0.03","0.08","2.98","1.25","0","0.38"
"PF3D7_1039900","PF3D7_1039900.1","0.34","1.1","1.41","0.97","0.55","0.12","0.39","0","400.84","835.4","1144.83","915.83","486.85","144.21","51.49","39.1","0.02","0.06","0.09","0.18","0.35","0.1","0.39","0"
"PF3D7_1040900","PF3D7_1040900.1","0","0","0.11","0.11","0.09","0.12","0","0","0.47","0","0.09","0.29","0.16","0.11","0.07","0","0","0","0.01","0.02","0.06","0.1","0","0"
"PF3D7_1041200","PF3D7_1041200.1","0.28","0.17","0.09","0.36","0.53","0.19","0.38","1.03","0.87","0.72","0.87","0.48","1.58","1.06","0.53","2.22","0.02","0.01","0.01","0.06","0.34","0.17","0.38","0.48"
"PF3D7_0900100","PF3D7_0900100.1","1.96","1.22","0.72","0.91","1.8","0.84","1.39","3.89","3.68","2.33","1.86","2.05","4.43","2.79","3.64","8.44","0.12","0.06","0.05","0.16","1.16","0.75","1.39","1.8"
"PF3D7_0900300","PF3D7_0900300.1","0.29","0.94","0.28","0.09","0.16","0","0.07","0.27","0.49","0.89","0.41","0.08","0.36","0","0.06","0.32","0.02","0.05","0.02","0.02","0.1","0","0.07","0.12"
"PF3D7_0902100","PF3D7_0902100.1","24.62","4.48","0.96","0.58","1.57","2.42","2.33","17.54","20.75","3.95","1.02","0.63","1.52","2.26","2.27","15.74","1.56","0.23","0.06","0.1","1.01","2.16","2.33","8.13"
"PF3D7_0902200","PF3D7_0902200.1","35.35","43.18","59.8","87.81","86.21","58.99","29.21","21.59","29.8","37.61","53.02","78.19","78.27","53.82","26.86","19.37","2.24","2.22","3.85","15.82","55.48","52.63","29.21","10.01"
"PF3D7_0902700","PF3D7_0902700.1","5.38","3.08","3.28","21.66","52.15","71.81","52.72","47.11","6.68","3.81","5.53","21.74","51.73","72.26","52.44","45.65","0.34","0.16","0.21","3.9","33.56","64.06","52.72","21.83"
"PF3D7_0905900","PF3D7_0905900.1","12.26","18.74","25.61","21.65","16.99","20.8","25.65","28.34","10.48","16.39","22.76","19.37","15.55","19.07","23.64","25.42","0.78","0.96","1.65","3.9","10.93","18.55","25.65","13.13"
"PF3D7_0906800","PF3D7_0906800.1","1.48","3.58","8.28","10.91","12.84","14.13","11.4","5.43","1.66","3.26","7.64","9.99","11.9","13.12","10.79","5.1","0.09","0.18","0.53","1.97","8.26","12.61","11.4","2.52"
"PF3D7_0906910","PF3D7_0906910.1","6.52","30.06","81.25","142.69","131.68","126.71","100.8","47.43","6.04","26.87","72.1","126.9","119.76","116","92.87","42.49","0.41","1.55","5.23","25.71","84.74","113.04","100.8","21.98"
"PF3D7_0907100","PF3D7_0907100.1","4.43","4.28","5.15","4.63","14.91","33.83","25.27","13.99","4.36","3.95","5.09","4.84","14.07","31.38","23.56","12.97","0.28","0.22","0.33","0.83","9.59","30.18","25.27","6.48"
"PF3D7_0907900","PF3D7_0907900.1","10.56","4.83","4.15","19.61","78.9","153.8","168.41","159.51","8.88","4.31","3.78","17.53","71.63","140.31","155.07","142.86","0.67","0.25","0.27","3.53","50.78","137.21","168.41","73.93"
"PF3D7_0908400","PF3D7_0908400.1","50.21","12.24","3.76","1.88","12.83","73.42","184.56","313.98","42.19","10.79","3.62","1.66","11.63","67.19","170.19","280.25","3.18","0.63","0.24","0.34","8.25","65.5","184.56","145.53"
"PF3D7_0909100","PF3D7_0909100.1","3.63","2.32","2.12","1.35","0.61","1.5","4.27","11.81","3.25","2.27","2.07","1.44","0.86","1.9","4.37","10.79","0.23","0.12","0.14","0.24","0.39","1.34","4.27","5.47"
"PF3D7_0909200","PF3D7_0909200.1","2.98","0.85","0.93","0.85","0.96","0.54","0.81","1.29","2.5","0.91","0.82","1.01","1.04","0.56","0.79","1.27","0.19","0.04","0.06","0.15","0.62","0.48","0.81","0.6"
"PF3D7_0909800","PF3D7_0909800.1","76.02","146.71","182.07","195.07","182.76","159.05","177.22","124.07","63.88","128.33","161.06","173.44","165.68","144.83","163","110.81","4.81","7.55","11.72","35.15","117.61","141.9","177.22","57.5"
"PF3D7_0909900","PF3D7_0909900.1","18.48","29.37","33.52","26.02","29.48","38.72","37.56","25.22","15.59","25.73","29.75","23.38","26.86","35.4","34.75","22.62","1.17","1.51","2.16","4.69","18.97","34.54","37.56","11.69"
"PF3D7_0910000","PF3D7_0910000.1","2.1","1.1","1.11","0.54","0.79","1.36","2.63","3.81","1.85","1.03","1.14","0.61","0.87","1.38","2.52","3.57","0.13","0.06","0.07","0.1","0.51","1.21","2.63","1.76"
"PF3D7_0910700","PF3D7_0910700.1","5.66","1.53","1.79","4.24","9.76","4.24","3.86","2.23","4.87","1.48","1.68","3.76","8.9","4.1","3.79","2.14","0.36","0.08","0.11","0.76","6.28","3.79","3.86","1.03"
"PF3D7_0911000","PF3D7_0911000.1","20.8","7.45","3.43","2.97","6.56","31.14","64.17","82.1","17.88","6.76","3.23","2.73","5.94","28.36","59.02","73.36","1.32","0.38","0.22","0.53","4.22","27.78","64.17","38.05"
"PF3D7_0911200","PF3D7_0911200.1","16.45","5.75","3.21","6.08","23.68","32.42","66.64","62.68","14.12","5.54","2.98","5.39","21.6","29.85","61.62","55.86","1.04","0.3","0.21","1.09","15.24","28.92","66.64","29.05"
"PF3D7_0911700","PF3D7_0911700.1","3.48","1.33","2.65","13.42","35.04","40.35","47.63","39.16","16.42","8.31","14.99","84.25","226.97","307.82","384.65","227.43","0.22","0.07","0.17","2.42","22.55","36","47.63","18.15"
"PF3D7_0914600","PF3D7_0914600.1","91.92","79.37","96.59","102.93","105.93","109.48","127.61","195.69","78.03","69.3","85.18","91.38","96.02","99.98","117.96","174.9","5.82","4.09","6.22","18.55","68.17","97.67","127.61","90.7"
"PF3D7_0916100","PF3D7_0916100.1","12","14.62","28.87","22.89","18.88","31.48","45.61","35.78","10.08","12.86","26.11","20.32","17.26","28.67","41.95","31.89","0.76","0.75","1.86","4.13","12.15","28.09","45.61","16.58"
"PF3D7_0916200","PF3D7_0916200.1","2.72","2.5","5.32","22.3","57.78","58.02","55.24","28.42","2.47","2.31","4.88","19.9","52.55","52.97","50.96","25.53","0.17","0.13","0.34","4.02","37.18","51.76","55.24","13.17"
